pubmed_id_list,min_publication_date
"16196087,17623298,18781797,21139048,21890473,21906983,21963094,21979464,21987572,22505724,23000965,24654937,24816145,25015289,25147182",2005 Nov
17148452,2007 Feb 2
"19343720,31108370",2019 Jul
20547883,2010 Jun 29
21528130,2011 Jul
21575865,2011 May 17
21825151,2011 Aug 23
"21988832,25324306",2014 Nov 10
22188235,2012 Feb 3
"22939629,31536960,35831314,36042349",2019 Sep 27
"22939629,26344197,27499296,33961781",2015 Sep 17
"22939629,26344197,28514442,33961781",2012 Aug 31
"22939629,26344197,27499296,30021884,31536960",2012 Aug 31
"22939629,25416956,26344197,28514442,30021884,31536960,33961781,35831314",2012 Aug 31
"22939629,26344197,35831314",2012 Aug 31
"24189400,24797263,34373451",2013 Nov 5
"26186194,26496610,28514442,33961781",2015 Jul 16
"26186194,26344197,27499296,28514442,30021884,33961781",2015 Sep 17
26291670,2015 Nov
"26344197,27499296,31536960",2015 Sep 17
"26344197,27499296",2015 Sep 17
"26344197,27499296,33961781",2015 Sep 17
"26643866,35676659",2016 Jun
26990986,2016 Mar 17
"27025967,31536960",2016 Jun
"27499296,35831314",2016 Aug 18
"27499296,31536960",2016 Aug 18
"27499296,30021884,33961781",2016 Aug 18
"27499296,32877691",2016 Aug 18
"27684187,34373451",2021 Aug 9
"28687786,31180492",2017 Jul 7
29435596,2018 Aug
30154076,2018 Sep 14
30251372,2018 Dec
"30669930,35831314",2019 Jun
"32041737,35831314",2020 May
"33022573,37689310",2021 Jan 1
"33658012,37866880",2024 Feb
"33961781,35831314,35895804",2021 May 27
"35271311,36147463",2022 Mar 11
35895804,2023 Mar
"36199071,37689310",2023 Oct
8065448,1994 Aug 25
11741979,2002 Mar 8
11410595,2001 Aug 17
"21988832,34391775",2011 Oct 11
23663784,2013 May 9
34391775,2021 Oct 1
"11410595,28514442,33961781",2001 Aug 17
"16230521,28514442,33961781",2017 May 25
"18157088,23695782",2008 Jan 23
19847302,2009 Oct 22
"20186120,32877691",2020 Sep 1
"21182205,31527615",2011 Jan
21382349,2011 Nov 15
"21516116,25416956,32296183,33961781",2011 Jun
"21900206,31536960",2019 Sep 27
"22939629,26344197,28514442,31536960,33961781",2012 Aug 31
23473034,2013 Mar 5
"26344197,28514442,33961781",2015 Sep 17
"26344197,27025967,31536960",2016 Jun
"26344197,28514442,30021884,33961781",2017 May 25
"26344197,31536960,32877691",2015 Sep 17
"27342126,31536960",2016 Jun 28
27465491,2016 Jul 28
"27684187,32687490,35831314",2016 Sep 28
"28514442,30021884,33961781,35831314",2017 May 25
29449217,2018 Mar 12
"29568061,31536960",2019 Sep 27
"29568061,34079125,35831314",2018 Mar 22
"31536960,36042349",2019 Sep 27
"32905556,36604567",2023 Mar
35173535,2022
12206899,2002 Sep 10
"16169070,19531499",2005 Sep 23
"16196087,21139048,21890473,21906983,21963094",2011 Mar
"17314511,29467282,35013218,36424410",2007 Jan 15
"22939629,26186194,26344197,28514442,33961781",2015 Jul 16
"24244333,32929329,35256949",2013
27082860,2016
"27499296,29128334",2016 Aug 18
"29128334,33961781",2021 May 27
"29511261,33711283",2018 Mar 6
"30833792,33961781",2019 Apr
"26344197,28514442,32296183,33961781",2017 May 25
"28514442,32877691",2017 May 25
"28514442,32877691,33961781",2020 Sep 1
33106477,2020 Oct 26
"26186194,26344197,28514442,30021884,31536960,33961781",2015 Jul 16
"26186194,28514442,29568061,33961781",2015 Jul 16
"26344197,31536960,33961781",2015 Sep 17
"26344197,28514442,31536960,33961781",2015 Sep 17
27345149,2016 Jul 7
29937147,2018 Jul 10
22645275,2012 Sep 1
14667819,2004 Jan
"22658674,26344197",2012 Jun 8
"22939629,26344197,31536960,33961781",2015 Sep 17
"30021884,31536960,33961781",2018 Oct
"21674799,26186194,28514442,33961781",2011 Jul
"22939629,26496610",2012 Aug 31
"22939629,37827155",2012 Aug 31
"26344197,33961781,35271311",2015 Sep 17
"26344197,31536960,33961781,35271311,35831314",2015 Sep 17
"26344197,35271311,35831314",2022 Jul 13
"29360040,35271311",2022 Mar 11
35561222,2022 May 17
36300783,2023 May
36476874,2022 Dec 6
"21674799,26186194",2011 Jul
"21674799,22939629,26186194,28514442,33961781",2012 Aug 31
"21674799,22939629",2011 Jul
"21674799,34079125",2011 Jul
27127844,2016 Dec
10748165,2000 Jun 16
"21301993,29791485",2011 Oct
25567906,2015 Jan 9
"25567906,35831314",2015 Jan 9
31551363,2020 Feb 1
"34079125,36476874",2021 Jul
"11543633,21988832,33961781",2001 Sep
18298843,2008 Feb 25
"33961781,36476874",2021 May 27
"26186194,28514442,33637726,33961781",2017 May 25
"12163484,22939629,26344197,33961781,35271311",2002 Oct 11
"14667819,33961781",2021 May 27
"16169070,22863883,22939629,33961781,35271311,35831314",2005 Sep 23
21784977,2011 Sep 1
"22939629,33961781",2021 May 27
"22939629,26344197,35271311",2012 Aug 31
"28514442,35271311",2017 May 25
12163484,2002 Oct 11
11560919,2001 Dec 7
16196101,2005 Nov
16260042,2006 Apr 15
"22939629,33961781,35271311",2012 Aug 31
"21987572,31056421",2011 Dec 2
"26186194,26496610,28514442,29127204,33961781,35271311",2015 Oct 22
"26496610,34432599",2022 Apr
"27342126,30033366",2016 Jun 28
"32572497,33545068",2020 Jul 1
16051599,2005 Sep 30
16884690,2006 Sep 22
21242307,2011 Mar 25
22130675,2012 Jan 20
31541095,2019 Sep 20
34035268,2021 May 25
11040994,2000 Aug
"16196087,20972266,21139048,21890473,21906983,23000965,24816145",2011 Mar
"24244333,35256949",2013
"27432908,28330616,28675297",2016 Sep
"27499296,32707033",2020 Aug 6
30699358,2019 Jan 29
"12968035,17919502,22130675",2007 Oct
16554302,2006 May 19
16676348,2006 Oct 15
"21242307,22130675",2011 Mar 25
11053407,2001 Jan 19
"10435622,10608806,11459832,15082766,15159397,15775976,16293623,20798688,23284306",1999 Jul 8
10545197,1999 Nov 2
"10545197,20427275",1999 Nov 2
"10608806,18162465,24332808,26212458",1999 Dec 31
"10608806,16027118,22258451,28191891",1999 Dec 31
"10608806,11418864,14724280,20424596,23345434",2001 Jun 21
"10608806,11016625,11114888,11278964,17376433,17478428,23901102,29656893",1999 Dec 31
"10608806,15758953,17376433,17526493,23368512",1999 Dec 31
"10608806,11390642,15775976,17686975,19330022,21566061,23696651,27453043,32357935",2001 Jul
"10608806,17118963,22159421",1999 Dec 31
"10973490,17035231,27453043",2000 Sep 12
"11721054,14657349,14724280,15210935,15451423,15538388,15743907,15758953,16027118,17376433,17384638,17526493,17686975,18162465,18283122,18344416,19097996,19889979,20847938,20861269,21285353,23345434,26212458,26854234,28514442,33961781",2001 Nov 23
"12766152,17274954",2003 Aug 8
"14657349,21285353,26212458,33005030",2003 Dec 23
14729972,2004 Feb
"14988723,16943440,22258451",2004 Mar 10
15640246,2005 Feb 15
15775976,2005 Mar 23
"15929725,17035231,24332808,29309644",2006 Dec 22
16260606,2005 Nov
16293623,2006 Jan 20
16488880,2006 Feb 21
"16540648,23178497",2014 Jan 2
17171639,2007 May 15
17260016,2007 Jul 5
17272271,2007 Mar 30
"17384638,18160036,19097996,20427287,20801936",2007 Apr
18162465,2008 Mar 7
18283122,2008 Mar 1
18583959,2008 Jul 23
18995830,2008 Nov 7
"19097996,24081328,28439015,30940728",2009 Feb 13
19109555,2009 Mar 5
19633697,2009 Sep
"19805520,22184063",2009 Dec
19889979,2009 Nov 17
20029092,2010 Feb 19
20233725,2010 May 28
"20427287,20810650",2010 Sep 1
20930849,2010 Nov
21242293,2011 Jan 24
21466675,2011 Apr 5
21566061,2011 Jul
"21566061,27453043",2011 Jul
22258451,2012 Mar 1
23029527,2012
23284306,2012
23345434,2013 Feb 5
23956138,2013 Nov
24005329,2013 Oct 17
25326330,2014 Dec 1
25916848,2015 May 26
26212458,2015 Aug 20
26854234,2016 Feb 16
"27114453,33848395",2016 Jul
"27723720,30940728",2016 Nov
28089683,2017 Jan 19
28846114,2017 Dec 14
29309644,2018 Feb 28
29805624,2018 Jun
30541148,2019 Feb 28
31043422,2019 Jul 5
33495326,2021 Feb 2
33848395,2021 Jun
36359803,2022 Oct 28
15933716,2005 Jul 6
15195100,2004 Jul
"11016625,11278964",2000 Sep 15
"9857181,10973490,11715017,12024051,12493754",2000 Sep 12
"9765199,10673501,10747897,10951572,11551930,11709713,11883897",1998 Oct 1
10749680,2000 Apr 15
"11114888,11278964",2000 Dec 1
14657349,2003 Dec 23
11721054,2001 Nov 23
12766152,2003 Aug 8
"9321665,10851248,12205100,12750285,15466868,16990250,19671661,23801766,28976962,32457312,32876692",1997 Oct 15
"9499421,27634302",2016 Nov
"10699177,15882967,20110566",2000 Mar 1
"12750285,23329831,28875283",2003 May 15
"12953102,14990586,15252119,20147399,23135716,23222847,23329831,24981860,25416818,26496610,27029610,27872097,28875283,28875424,29084956,29937341,31628488,31631027,33961781,34162889,34780483",2003 Sep 16
14690447,2003 Dec 30
15964851,2005 Aug 12
17118963,2006 Dec 15
"19394292,32786267",2009 Apr 24
"19671661,34780483",2021 Nov
"20110566,29937341,33961781",2010 Mar
"20110566,20504901,20651253,24530302,24981860,25538301,29937341,36089195",2010 Aug 10
"20159591,31551363",2020 Feb 1
20309963,2010 Jun
"21421568,29568061,34079125",2018 Mar 22
"21653829,34780483",2021 Nov
"21666677,21666679",2011 Jun 12
22021382,2012 Feb
"23222847,34780483",2013 Mar
23329831,2013 Mar 1
"23329831,27248496",2013 Mar 1
"23329831,35271311",2022 Mar 11
"23329831,27171262",2013 Mar 1
"23329831,27171262,34780483",2013 Mar 1
"23329831,34162889,34780483,35271311",2013 Mar 1
"23329831,30585729",2013 Mar 1
"23329831,37827155",2013 Mar 1
24412544,2014 Feb 20
"24981860,31551363",2014 Jul 10
25417162,2014 Nov 6
"25665578,28077445",2017 Apr
26468281,2016 Jan 1
27029610,2016 Jun 2
27872097,2017 Jan 15
28190324,2017 Feb
"28514442,30804502,33961781",2019 Mar
28680062,2017 Jul 5
28875283,2017 Oct
29937341,2018 Jul 5
"30554943,31239290,32416067",2019 Feb 7
"31180492,31628488",2019 Sep 5
31248990,2019 Aug 16
"31551363,36373674",2020 Feb 1
"31551363,34162889",2021 Jun 23
32457312,2020 May 26
"32707033,33961781,35271311",2021 May 27
"32707033,35271311",2022 Mar 11
"32876692,35271311",2020 Oct 5
32876692,2020 Oct 5
"33961781,34780483",2021 May 27
"34079125,36129980",2022 Sep 23
34162889,2021 Jun 23
14645126,2004 Jan
9321665,1997 Oct 15
9499421,1998 Apr
12953102,2003 Sep 16
"15604093,31527615",2019 Sep 16
"24797263,28065597",2014 Jul
"31678930,32707033",2020 Aug 6
"33378226,36215168",2023 Jun 2
33378226,2021 Feb 15
15014437,2004 Apr 7
12522103,2003 Mar 28
11738050,2001 Dec
12042322,2002 Aug 9
"17353931,21127063,21857022,22119785,23223569,32296183,34879065",2007
17725712,2007 Sep
"18711132,21857022,22119785",2008 Aug 26
"20435896,21857022",2011 Oct 28
"20562859,23464991",2010 Jul 1
21857022,2011 Oct 28
"21857022,26389662",2011 Oct 28
"21857022,29540532,35271311",2011 Oct 28
"21857022,22119785,31056421",2011 Nov 27
"21857022,31699778,33141564",2011 Oct 28
"21857022,34079125",2011 Oct 28
23223569,2013 Feb
23840749,2013
"27432908,28675297",2017 Aug 4
"28298427,33961781",2017 Mar 15
29291351,2018 Feb
32645484,2020 Nov
10644689,2000 Jan 28
14607844,2004 Jan 30
"16274233,17075130",2005 Nov 15
17075130,2006 Nov
11857925,2002 Feb
7921229,1994 Oct
8106369,1994 Feb 4
7929452,1994 Oct 28
10858434,2000 Sep 1
12409230,2002 Nov 15
18048502,2008 Mar
20974815,2010 Nov 1
8621513,1996 Apr 12
"8939948,32707033,36736316",1996 Nov 22
"9178760,18346204,35384245",1997 Jun 5
"9178760,35384245",1997 Jun 5
9178760,1997 Jun 5
12470648,2002 Dec 20
15958209,2005 Jul 22
15964779,2005 Nov
"22939624,23629654,31980649",2012 Aug 31
"23629654,32707033",2013 Jun 14
"23629654,31980649",2013 Jun 14
"27775700,31980649,35022314",2020 Jan 24
"27775700,35022314",2022 Apr 1
29416926,2018
"31980649,35384245",2020 Jan 24
"32707033,35384245,36736316",2022 Jun 7
"35022314,35384245",2022 Jun 7
35543156,2022 May 1
8610109,1996 Apr 2
15507525,2005 Mar 1
"8621659,16362042",1996 Apr 19
"30442662,32296183",2018 Dec 4
"32807901,35474131",2022 Oct 3
9813179,1998 Nov 9
"3422450,9114041,10206894",1988 Feb
15304323,2004 Aug 13
8805302,1996 Jul 1
9605335,1998 May
10221650,1999 Mar
"11823531,12244049,17057332,26186194,28514442,33961781",2002 Feb 15
17055437,2006 Oct 20
18083706,2008 Feb 15
"18543331,23645685",2008 Dec
"20618438,33961781",2010 Aug
23645685,2013 Jun 14
"28514442,31289263,33961781",2017 May 25
33540066,2021 Mar 30
11914379,2002 Jun 7
"2450918,11738047",1988 Apr 1
"93026,1448153,11502003",1992 Nov 26
12833155,2003 Aug
"9605335,10064069",1998 May
10948205,2000 Dec 1
"10221650,11257307",2000 Oct
9228302,1997 Jun
8769474,1996 Aug
12118248,2002 Aug
11169396,2000 Dec
"10933786,12006623",2000 Aug 15
12023961,2002 Aug 2
10791995,2000 May
12897781,2003 Sep
2450918,1988 Apr 1
12763038,2003 Jun 6
"8887638,11069897",1996 Nov
10669750,2000 Mar
"15175654,26673895,27393035",2004 Jul 7
15734732,2005 Apr 29
"15809329,19011633,26496610,28514442,29459360,33961781",2008 Dec
17682061,2007 Oct
"19011633,23661758,25219500,26496610,28514442,33961781",2008 Dec
"19011633,22348305,26496610,28514442,29459360,33961781",2008 Dec
"19011633,26123998",2008 Dec
19011633,2008 Dec
"19011633,22348305,28000777",2008 Dec
22348305,2012 May
"23455922,35271311",2022 Mar 11
"23661758,33961781",2013 May 10
"23661758,26186194,26496610,28514442,33961781",2013 May 10
23737527,2013 Jul 12
"24035498,27234298,28514442,30190310,31257023,33961781",2013 Oct 10
25219500,2014 Sep 18
26123998,2015 Jul 31
"26496610,28514442,33961781",2015 Oct 22
"26496610,29507755",2018
"28514442,29459360,31257023,33961781",2017 May 25
"30891497,35914814",2022 Aug 1
30891497,2019 Mar
31257023,2019 Jul 11
31591481,2020 Jan
"33961781,35271311,35914814",2021 May 27
35141006,2022
8887638,1996 Nov
"7834748,9305851,9389483,9824152,10611223,10620799,11077446,11206074,11494146,12115603,12137781,15694340,15705582,15721256,16697956,18628207,19427857,19667065,20603619,20837658,21988832,25241761,25416956,26186194,26264872,26871637,27684187,28514442,29997244,31980649,32296183,33961781",1995 Jan 27
"7834748,9305851,10611223,15694340,15849194,15990872,16697956,20603619,33961781",1995 Jan 27
"9369453,10611223,11697890,15280438,15694340,21988832,31980649,33961781,36931259",1997 Nov
"9369453,11697890,21900206,24255178,31980649,33961781,36931259",1997 Nov
"9369453,11697890,17979178,20936779,21988832,31980649,33961781,36931259",2001 Nov 15
"9369453,11697890,21988832,31980649,33961781,36931259",1997 Nov
9369453,1997 Nov
"10381646,11483855,12115603,15694340,16697956,20603619,32296183",1999 Jun
"10611223,15849194,19667065",2005 Jul 1
"11410287,11697890,17389761,19427857,19667065,20936779,21076048,21988832,23397142,25266655,25770209,31980649,33961781,36931259",2001 Nov 15
"11483855,15694340",2001 Oct
"11500364,19667065",2001 Aug 15
11500364,2001 Aug 15
"11697890,16189514,20005908,21988832,31980649,33961781,36931259",2001 Nov 15
12954615,2003 Nov 14
15705582,2005 Apr 22
15736430,2004 Nov-Dec
"15849194,19667065,23397142,25241761",2009 Oct 9
"15978696,31980649",2005 Sep 13
16509771,2006 Apr
"17274640,34857952",2021 Dec
20179209,2010 Mar 1
"20936779,31980649,33961781,36931259",2020 Jan 24
23397142,2013 May
28518135,2017 May 18
28620180,2017 Jun 15
15721256,2005 Feb 18
15574335,2004 Dec 3
9130713,1997 Apr 1
15694340,2005 Feb 4
11483855,2001 Oct
10880354,2000 Jul 15
"8929531,8929532",1996 Nov 15
"7834748,9463381,11483855,16697956,19168699",1998 Feb 16
16403219,2006 Jan 10
"10837486,10880354,10949026,12931191",2000 Jul
"8929531,9369453",1996 Nov 15
10407019,1999 Jul 15
14967141,2004 Feb 13
11544290,2001 Sep 15
"10811615,17274640",2000 May 15
11410287,2001 Jun 11
"7834748,9305851,9388232,11483855,11494146,11583631,15131699,16697956",1995 Jan 27
"10579309,10837489,11483855",1999 Dec
10195903,1999 Apr 9
"10611223,16413544",2000 Jan
12842996,2003 Oct 15
"9381178,10521512,10837486,10880354,10949026,12897128",1997 Oct 24
"10381646,11483855",1999 Jun
12931191,2003 Aug 21
"11483855,12115603",2001 Oct
"9878060,11278245",2001 Apr 20
"9381178,10521512,10837486,10880354,12897128",1997 Oct 24
"8524784,15538384,18388150",1995 Dec 5
"8692945,11231577",1996 Jul 9
"9305631,9774640,9873016,10671488,11222862,11707401,11741305,12297498,12874020,14978028,17954934,19800331,20675402,25416956,25535373,26871637,28215707,34428256",1997 Aug 15
"9305631,10671488,11231577,11520069,12874020,15603737,19229298,20156966,34428256",1997 Aug 15
9305631,1997 Aug 15
"9582267,12421809",2003 Jan 17
9582267,1998 May 15
"9603979,11101523,23493285",1998 Jun 5
9642262,1998 Jul 3
"10671488,33961781",2021 May 27
10671488,2000 Feb 18
10967105,2000 Dec 29
11340068,2001 Aug 10
"11676916,15538384,16207813,20675402,25036637,26330542",2001 Oct 16
12724406,2003 May
12845674,2003 Sep 1
"14517289,34428256",2021
"17954934,33961781",2007 Dec 21
"20156966,34428256",2021
"22863883,34428256",2012 Sep
23178238,2012
24510904,2014 Feb 18
24811749,2014 May 16
"25416956,32296183,33961781,34428256",2020 Apr
"25416956,26871637",2014 Nov 20
"33957083,34428256",2021
"33961781,34428256",2021 May 27
"34428256,35831314",2022 Jul 13
15603737,2004 Dec 16
"9305631,11101523,11741305",1997 Aug 15
8524784,1995 Dec 5
8692945,1996 Jul 9
"9603979,10477749,11101523",1999 Sep 6
11231577,2001 Mar
8947043,1996 Nov 15
"9305631,11741305",1997 Aug 15
10467399,1999 Aug 12
11676916,2001 Oct 16
"9647739,23782696",1998 Jun 29
9790924,1998 Oct 9
10343108,1999
"10748157,23782696",2000 Jul 14
"11937501,23782696",2002 Jun 14
10748157,2000 Jul 14
9647739,1998 Jun 29
11937501,2002 Jun 14
11245925,2001 Mar 5
10964907,2000 Oct 20
21787750,2011 Aug 12
12508107,2003 Feb 1
16412436,2006 Jan 23
21262840,2011 Feb 8
8887627,1996 Nov
"10085290,11175750,12137781,14596824,15901672,16189514,19060904,20836993,26264872,29997244,32064756,32296183,33961781,34098062",1999 Mar 8
"10381646,25115399,25416956,32296183",2014 Nov 20
"10837489,15077116,15637055,15901672,17097560,19148187,19483105,20836993,21613222,26045051,26186194,27701804,27818144,28514442,32296183,33961781,36346691",2000 Aug 18
"11571294,21712378,33961781,34857952",2001 Nov 30
"11728179,14980220,20836993,32064756",2004 Feb 20
12070120,2002 Jun 18
"12881569,17353931",2003 Jul 25
"15077116,21712378,25408501,27818144,32064756",2004 May
15077116,2004 May
19910452,2010 Feb
25115399,2014 Sep 30
25408501,2015 Jun 15
"25408501,34857952",2015 Jun 15
15846303,2005 Apr 21
16645094,2006 Apr 28
"9463381,11206074,11728179",1998 Feb 16
"9843949,10639121",1998 Dec 8
12881569,2003 Jul 25
10950869,2000 Aug 15
11571294,2001 Nov 30
"11175750,14596824,15292519,15901672",2003 Nov 15
"10579309,10837489,15077116,15901672",1999 Dec
10381646,1999 Jun
"10579309,15077116",2004 May
19168699,2009 Oct
14612411,2003 Dec
"8944023,9342365,9738006,9788437,9798686,10026184,10477523,10635334,11257228,11278247,11301010,11498787,11504724,11526114,11573085,11773071,11925436,11927591,12431996,12438698,12485996,12700228,12732733,12890688,12951069,14636569,14638690,14647430,15159397,15569676,15855157,16391231,16403807,16489000,17525341,17664283,18493658,18936166,19117993,19176389,19369211,19766185,19916563,20060929,20215511,20681793,21901007,23086937,23416467,24085845,24289923,24695549,24981860,25184681,25252691,25634209,25652403,25823446,26350354,26490435,26831064,27239795,27454289,27977889,28262780,28398198,28514442,28948225,29180510,29355525,29367421,29656893,29858377,31270457,32092106,32347575,33589814,33961781,34408138,34591612,34726323,35203293,35487060,36347866",1996 Dec
10362352,1999 Jun 3
"10477523,11257228,20379136",2001 Mar 9
"10477523,11257228,18842000,20379136,27591253,28634376,29180510",2001 Mar 9
"10764811,16391231,20351172,21335604,25252691",2000 Jun 16
"11257228,12438698,16391231,20351172,21532592,21965653,29180510",2001 Mar 9
"11278247,12485996,12890688,14636569,19916563,24507701",2002 Dec 16
"11498787,16391231",2006 Jan 1
11498787,2001 Aug 2
"11927591,12438698,15905410,17283126,20351172,21532592,21965653,28564596,29180510,32726637,33589814,37633270",2002 Jun 14
12154023,2002 Aug 1
12183411,2002 Aug 15
12419249,2002 Nov 1
12431996,2003 Feb 14
12485996,2002 Dec 16
"12611903,29656893",2003 Apr 18
12700228,2003 Jul 18
12890688,2003 Sep 12
"14636569,17525341,17664283",2007 May 25
14636569,2003 Nov
"14636569,15782130,21742769,26022179",2003 Nov
"14636569,25252691,28976962,32347575",2003 Nov
"14636569,16391231,17664283,19176389",2006 Jan 1
15184379,2004 Jul 23
15665273,2005 Jan 1
"15782130,22990118",2005 May 26
16391231,2006 Jan 1
"16391231,17664283,18628483,20451671,25252691,27399284",2006 Jan 1
16714450,2006
"17283126,25436519",2007 Feb 1
"17525341,19615732",2007 May 25
"18936166,22990118",2012 Sep 18
"19164445,24009820",2009 Apr
19176389,2009 Feb 1
"19176389,22350409",2009 Feb 1
"19261748,19261749,25252691",2009 Mar 15
"19916563,29180510,37633270",2010 Feb
"20060929,25740706,27977889",2010 May
20351172,2010 Jun
20379136,2010 May 19
21087664,2011 Jan
21965653,2011 Dec 23
"21965653,25436519",2015 Jan
22350409,2012 Apr 15
"22990118,28278048",2017 Apr 3
"22990118,32726637",2012 Sep 18
"22990118,29180510",2012 Sep 18
